data,Libya,Sebha_idp,Aljufra_idp,Aljufra_non_displaced,Tripoli_idp,Wadi Ashshati_non_displaced,Wadi Ashshati_idp,Aljfara_non_displaced,Sebha_non_displaced,Tripoli_non_displaced,Aljfara_idp,Ejdabia_non_displaced,Tripoli_returnee,Alkufra_idp,Sirt_non_displaced,Ghat_non_displaced,Al Jabal Al Gharbi_non_displaced,Derna_returnee,Azzawya_non_displaced,Zwara_non_displaced,Ejdabia_idp,Alkufra_non_displaced,Al Jabal Al Gharbi_idp,Sirt_returnee,Sirt_idp,Murzuq_non_displaced,Sebha_returnee,Misrata_non_displaced,Misrata_idp,Ghat_idp,Zwara_idp,Murzuq_idp,Al Jabal Al Gharbi_returnee,Alkufra_returnee,Benghazi_returnee,Benghazi_idp,Derna_non_displaced,Benghazi_non_displaced,Azzawya_idp,Aljfara_returnee,Derna_idp,Murzuq_returnee,Azzawya_returnee,Ubari_non_displaced,Ubari_idp,Zwara_returnee,Ghat_returnee,Misrata_returnee,Wadi Ashshati_returnee,Ubari_returnee,Ejdabia_returnee
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. No toilet inside shelter or within easy reach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Don't know,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How far is the nearest accessible toilet from your household's dwelling?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4. 301-400m,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,
6. 500m or more,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,
How did your household most often dispose of its trash over the past 30 days?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4. Buried or burned,10,0,0,0,0,25,19,3,0,1,2,0,1,2,10,9,39,58,17,30,2,2,33,2,7,0,0,7,27,35,8,5,66,0,0,1,24,0,6,4,6,17,9,21,21,32,7,0,18,3,9
Don't know,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
3. Left in the road or in a public place not designated for waste disposal,16,30,1,0,12,53,45,16,29,8,13,11,8,0,8,12,10,57,38,9,8,6,14,1,13,9,16,26,29,27,8,26,20,11,20,31,19,10,63,33,6,13,68,28,10,11,1,11,85,2,39
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other (specify),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1. Collected by the municipality, waste management service (private or public), or other authority ",37,26,77,86,57,8,21,32,13,46,13,81,71,97,67,42,36,1,24,29,85,22,35,82,55,47,10,42,21,21,43,29,3,33,30,24,0,29,11,0,0,9,17,24,67,22,50,84,6,89,44
"2. Put in a public place designated for waste disposal, to be collected later",43,50,49,68,32,36,50,48,60,52,72,8,23,19,20,55,16,13,25,37,5,73,26,16,29,48,74,30,35,74,40,53,21,65,53,47,68,62,26,67,92,96,13,79,67,36,47,0,45,22,16
How far is the trash disposal point from your household's dwelling?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6. 500m or more,29,12,100,100,34,24,12,64,20,53,37,21,53,0,3,4,61,0,6,23,0,0,47,0,0,0,28,38,28,4,46,4,62,0,1,3,0,0,4,50,0,0,0,17,4,17,0,100,18,6,0
1. Up to 100m,20,12,0,0,0,6,15,0,12,0,4,14,0,83,32,22,6,43,6,20,43,14,3,29,42,18,9,5,2,6,10,14,1,20,50,63,43,73,2,0,39,4,10,19,60,41,21,0,6,0,12
2. 101-200m,19,22,0,0,0,20,9,12,22,4,6,43,6,8,42,32,15,46,20,33,50,36,10,38,16,59,12,8,6,36,17,36,5,25,24,20,56,20,23,8,61,39,17,24,9,24,38,0,9,71,59
3. 201-300m,12,27,0,0,12,27,39,19,21,9,27,0,6,8,10,36,8,8,27,16,0,29,25,29,35,24,24,7,15,50,6,32,4,32,19,8,1,5,32,29,0,43,37,15,18,16,41,0,58,6,12
4. 301-400m,11,18,0,0,31,6,18,2,22,15,17,7,11,0,10,6,6,3,36,4,0,17,15,5,7,0,18,18,21,4,8,14,12,20,6,3,0,0,37,12,0,13,32,10,5,2,0,0,9,18,18
5. 401-500m,9,10,0,0,22,16,6,2,2,19,10,14,25,0,3,0,4,0,5,4,7,4,0,0,0,0,8,25,27,1,12,0,16,2,0,2,0,2,1,0,0,0,5,15,4,0,0,0,0,0,0
How frequently is your household's trash collected?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1. More than once per week,59,100,0,0,69,25,0,25,100,60,25,97,28,96,92,3,15,100,44,43,97,65,33,88,88,100,88,57,50,0,19,100,0,100,97,84,,79,45,,,100,62,92,100,39,3,69,0,14,100
2. Once per week,30,0,100,100,31,25,11,30,0,32,38,3,59,4,8,25,42,0,56,54,1,30,36,11,10,0,12,20,45,41,67,0,67,0,3,16,,21,55,,,0,38,8,0,61,44,31,0,73,0
3. Once every two weeks,9,0,0,0,0,50,89,35,0,8,12,0,13,0,0,69,22,0,0,4,1,4,31,1,2,0,0,20,0,55,14,0,33,0,0,0,,0,0,,,0,0,0,0,0,50,0,0,4,0
4. Once per month,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,3,0,50,0,0
Don't know,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,7,0
5. Less frequently than once per month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,50,0,0
Other (specify),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,2,0
"Among these products, are there any that your household requires but are unable to purchase?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8. Water container (or Jerry can) ,1,4,9,5,0,11,36,0,4,0,0,3,0,0,1,7,0,4,0,4,0,0,1,0,0,8,4,0,1,5,0,21,2,0,1,3,3,1,0,0,0,26,0,4,3,1,15,0,9,17,0
1. There are no hygiene products that we require but are unable to purchase,86,96,0,0,99,85,50,95,96,100,87,85,100,98,93,88,88,71,52,80,98,87,81,97,95,47,96,96,86,56,88,68,88,87,91,85,57,89,36,100,53,43,30,75,63,85,53,100,88,44,100
6. Sanitary pads,4,2,0,0,1,4,17,0,0,0,0,6,0,2,3,1,1,15,19,3,1,0,3,0,3,7,0,3,10,1,2,0,4,0,1,8,0,5,35,0,6,0,38,9,8,2,3,0,6,16,0
4. Toothpaste ,2,0,1,3,0,2,10,0,0,0,0,0,0,0,3,0,5,7,0,4,0,0,12,3,1,0,0,4,12,1,1,0,2,0,3,5,0,1,1,0,7,0,0,0,1,1,6,0,3,16,0
7. Baby diapers                                               ,4,0,23,32,0,4,10,2,0,0,2,0,0,2,0,1,3,15,18,8,1,12,4,0,1,18,0,1,6,2,5,3,3,13,2,3,1,6,21,0,1,0,17,7,14,10,3,0,3,10,0
9. Shampoo                                                     ,4,0,95,95,0,2,24,5,0,0,7,0,0,2,6,0,5,2,0,2,0,1,7,3,3,29,0,0,0,0,0,13,2,0,3,4,38,2,0,0,31,52,4,0,1,4,0,0,3,22,0
"3. Disinfectant - surface cleaner (powder, liquid detergent)",8,0,12,11,1,9,40,5,0,0,13,15,0,2,4,7,3,10,21,13,2,1,15,0,1,45,0,3,8,40,11,18,8,0,8,9,38,4,28,0,44,57,26,19,26,6,40,0,9,48,0
5. Clean toothbrushes     ,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,3,9,0,2,0,0,10,3,2,0,0,3,11,1,0,0,1,0,3,5,0,1,1,0,4,0,0,0,0,1,1,0,0,8,0
2. Soap (liquid and bar)                                    ,5,0,99,100,0,0,12,0,0,0,0,8,0,0,2,1,8,6,3,5,2,0,10,0,3,35,0,1,6,39,6,21,8,0,5,8,36,2,0,0,42,48,2,9,12,1,10,0,3,27,0
10. Dishwashing liquid ,2,0,4,5,0,2,2,0,0,0,3,0,0,2,1,0,4,0,0,1,0,0,2,0,0,37,0,0,0,25,0,18,1,0,2,4,18,1,0,0,31,57,0,0,1,0,4,0,0,13,0
"If there were products in that list that your household requires but is unable to purchase, what is the main reason why your household can't purchase them?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Other (specify),2,0,0,0,0,0,0,0,0,,0,0,,0,0,0,25,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,,0,0,
1. Too expensive,90,100,100,100,0,88,100,100,100,,100,100,,100,100,50,75,97,98,100,100,93,90,100,100,83,100,100,100,91,100,100,92,86,100,100,10,89,100,,18,100,100,100,100,100,34,,100,86,
4. Quality not good,16,0,0,0,100,12,10,33,0,,25,0,,0,0,40,0,7,2,26,0,50,5,0,0,70,0,0,0,19,0,58,25,71,0,8,87,11,0,,74,100,0,35,22,0,69,,25,29,
2. Not available in the market ,3,0,4,2,0,0,5,0,0,,0,9,,0,17,20,0,3,0,11,0,0,0,0,0,2,0,0,0,4,0,8,33,0,11,0,6,0,0,,12,0,0,4,4,0,0,,0,0,
3. Can't reach the market ,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,
Have you or anyone in your household been ill in the past 15 days?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
No,72,50,11,6,86,49,60,77,43,90,80,64,89,92,58,66,67,65,51,59,71,42,62,73,52,71,52,71,70,56,77,61,45,37,77,65,79,75,61,75,89,87,72,64,29,49,69,89,45,70,68
Yes,28,50,89,94,14,49,40,23,57,9,20,36,11,8,42,34,33,35,49,41,29,57,38,27,48,29,48,28,28,25,23,39,55,63,23,32,21,25,39,25,11,13,28,36,71,51,26,11,55,30,32
Don't know,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Did you/they go to a health facility to access the needed health care?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Yes,85,100,99,98,50,96,88,64,96,100,75,73,58,100,97,69,30,65,92,92,89,77,38,100,93,69,97,93,86,52,84,87,19,62,86,60,87,86,92,100,62,100,92,86,96,95,78,100,89,63,67
No,15,0,1,2,50,4,12,36,4,0,25,27,42,0,0,28,70,35,8,5,11,23,62,0,7,31,3,7,14,44,16,13,81,38,14,40,13,14,8,0,38,0,8,11,4,5,22,0,11,37,33
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't know,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Does your household face any challenges accessing health care when you need it?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
No,74,80,96,95,85,87,57,50,76,93,57,88,91,97,87,24,52,67,29,79,83,28,34,97,77,84,82,74,62,17,86,66,27,33,84,73,86,80,23,71,86,91,17,61,89,88,28,89,58,32,74
Yes,25,20,4,5,12,13,40,48,24,7,42,12,9,3,13,76,47,32,71,18,16,72,65,3,23,16,18,26,38,82,14,34,73,67,13,24,14,15,77,29,14,9,83,39,11,11,72,5,42,68,26
Don't know,1,0,0,0,3,0,2,2,0,0,2,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,1,0,5,0,0,0
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What are the main reasons why your household has limited or no access to healthcare?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15. For females, denial of permission from family members to visit health facility",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
7. Lack of means of transport to get to the healthcare facilities,2,5,0,0,11,14,24,0,0,0,0,0,0,0,0,6,0,26,0,0,0,1,4,0,0,0,0,0,3,1,0,0,1,3,31,11,0,0,5,0,20,0,0,2,38,22,12,0,0,2,0
3. Route to health facilities is unsafe ,3,19,0,0,0,0,6,3,5,0,8,0,0,50,0,0,4,0,7,18,0,0,1,0,0,29,7,0,0,0,8,15,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0
10. Lack of private room(s) for receiving confidential care,3,5,0,0,0,0,0,10,0,0,0,11,0,0,0,3,2,6,1,0,0,9,10,0,0,0,0,0,0,0,8,8,7,0,8,0,20,0,4,0,0,0,3,2,0,0,2,0,7,5,0
2. Distance to health facilities is too far,14,10,0,0,0,29,18,0,5,0,0,33,0,50,8,2,29,0,4,24,13,4,19,67,18,43,0,26,23,0,0,31,59,0,46,16,0,15,3,0,0,0,10,5,12,0,0,0,7,0,87
5. No available health facilities that can accept new patients,9,0,0,0,0,29,6,40,0,0,28,11,0,0,0,0,35,6,14,24,7,0,31,0,0,7,0,0,0,0,42,0,13,0,0,0,0,0,8,71,10,0,3,2,0,0,2,0,7,0,7
Prefer not to answer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0
12. Lack of medical supplies,28,0,67,80,33,29,35,10,9,17,36,11,0,0,42,49,13,47,44,41,7,13,31,0,14,0,20,33,36,54,42,23,9,6,15,53,80,31,57,14,60,50,46,62,50,11,45,0,50,51,0
14. Discrimination,1,5,0,0,0,0,0,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"16. For females, absence of male companion to accompany during visit to health facility",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Lack of medicines,39,52,100,80,33,43,35,10,50,50,16,22,0,0,50,71,25,53,67,35,27,79,26,33,18,29,73,30,44,59,25,23,1,72,8,37,50,38,79,14,90,50,85,72,38,56,35,0,71,40,7
6. No/lack of money to pay for care,34,10,0,60,22,14,29,23,14,50,36,22,40,50,42,2,15,26,66,24,33,11,24,0,50,64,7,37,64,2,33,38,9,22,23,16,0,38,80,29,40,0,87,20,50,22,0,0,0,0,0
8. Lack of medical staff in general,40,43,33,40,11,57,47,50,50,33,40,22,30,0,33,77,52,76,27,65,47,62,53,0,18,29,33,15,26,72,75,62,9,58,46,68,70,46,13,29,60,100,5,65,38,22,45,0,43,63,7
13. Lack of documentation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0
9. Lack of female medical staff in particular,19,10,33,0,0,29,18,27,41,17,4,33,0,0,8,40,21,32,10,0,33,37,18,33,23,7,53,15,5,56,25,54,3,42,0,0,60,23,8,14,20,50,3,35,38,0,37,0,50,19,0
Don't know,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other (specify),0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0
4. Presence of explosive hazards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1. Health facilities have been damaged or destroyed,9,0,0,0,33,29,12,0,0,17,0,0,60,50,0,0,13,3,1,6,0,0,26,0,5,43,0,7,3,0,0,38,52,0,15,16,0,8,0,0,0,50,0,2,0,0,2,100,21,0,7
What does your household do when it does not have enough money to pay for all the healthcare that is needed?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Don't know,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,12,0,0,,,,,
"11. Reduce expenditures on other HH needs (e.g., education, NFIs,  food)",13,0,,0,0,100,0,0,50,33,0,0,50,0,0,100,12,33,0,0,25,0,0,,9,22,0,0,4,0,0,0,0,0,0,33,,0,0,0,25,,0,25,25,0,,,,,
2. Prioritize emergency cases in the household to receive care,26,0,,0,0,0,0,0,50,0,0,0,0,100,60,0,12,78,46,0,25,100,46,,82,11,0,80,60,50,75,0,71,88,100,100,,20,57,0,75,,85,12,0,0,,,,,
6. Get medical treatment from individuals without professional training,1,0,,0,0,0,0,0,0,0,11,0,0,0,0,100,0,0,0,0,0,0,0,,0,11,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,3,0,0,0,,,,,
"1. Revert to informal medical alternatives (e.g., traditional medicine, home treatments)",44,0,,100,100,0,60,86,50,0,100,50,50,0,60,0,62,78,96,100,0,0,77,,0,78,0,10,80,0,50,80,86,25,33,33,,40,98,100,100,,97,50,50,100,,,,,
"7. Use expired medicine or recycle medical items (e.g., syringes)",0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,
9. Travel to other mantikas for required medical treatment,15,0,,0,0,100,40,0,0,0,0,0,0,0,0,100,62,11,15,67,0,12,54,,0,56,0,0,8,50,75,40,71,0,0,0,,0,2,0,0,,9,62,0,50,,,,,
Other (specify),20,50,,0,0,0,0,14,50,67,0,50,0,0,0,0,12,0,4,0,50,0,0,,0,0,100,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,25,0,,,,,
4. Prioritize males rather than females to receive care,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,
10. Do not seek medical help,13,50,,0,0,0,20,0,0,33,0,0,50,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,40,0,0,0,,0,0,0,0,,,,,
3. Prioritize children rather than adults to receive care,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,23,67,0,25,8,,9,33,0,0,4,0,0,0,0,0,0,0,,0,22,0,25,,0,25,25,0,,,,,
Prefer not to answer,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,
8. Travel abroad for required medical treatment,6,0,,0,0,100,0,14,0,0,0,0,0,0,0,0,12,0,4,0,0,12,8,,0,0,0,10,8,50,25,0,0,50,0,0,,0,2,0,0,,0,50,0,0,,,,,
5. Prioritize females rather than males to receive care,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,22,0,0,0,0,0,20,0,0,0,33,,0,0,0,0,,0,0,0,0,,,,,
How much time does it take your household to travel by car from your place of residence to the nearest health service provider?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1. Less than 15 minutes,53,85,4,1,68,51,36,58,74,82,33,31,89,19,91,38,17,82,17,34,51,11,31,88,83,66,66,39,36,19,18,39,3,20,38,26,92,52,12,21,100,52,21,70,89,42,53,74,27,16,7
2. 15-29 minutes,38,15,9,10,32,38,48,35,26,17,40,58,11,78,6,47,53,18,70,44,48,75,46,6,4,20,34,50,51,69,80,24,37,65,48,62,8,42,84,75,0,48,66,22,10,52,44,26,73,56,61
3. 30-59 minutes,8,0,84,88,0,6,7,6,0,1,17,10,0,3,3,14,21,0,13,19,1,13,15,6,13,10,0,10,12,12,2,24,33,15,13,13,0,5,4,4,0,0,13,4,0,6,3,0,0,19,32
4. 1-2 hours,1,0,3,1,0,6,7,0,0,0,2,1,0,0,0,1,7,0,0,3,0,0,4,0,0,3,0,1,1,0,0,13,26,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,10,0
Don't know,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5. More than 2 hours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Prefer not to answer,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How many women in the household gave live birth during the 2 last years?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.780199894402226,0.771428571428571,0.176470588235294,0.157894736842105,0.972222222222222,0.96,0.91304347826087,0.961538461538462,0.955555555555556,0.844444444444444,1,0.724137931034483,0.883720930232558,0.90625,0.666666666666667,0.903225806451613,0.60377358490566,0.695652173913043,0.772727272727273,0.803571428571429,0.463414634146341,0.883720930232558,0.893617021276596,0.344262295081967,0.595238095238095,0.604166666666667,0.974358974358974,0.659574468085106,0.538461538461538,0.92156862745098,0.8125,0.583333333333333,0.557692307692308,0.894736842105263,0.733333333333333,0.611111111111111,0.769230769230769,0.846153846153846,0.909090909090909,1,0.818181818181818,0.545454545454545,1,0.8,0.941176470588235,0.911111111111111,0.972222222222222,0.833333333333333,1,0.5,0.75
Who assisted in the delivery or deliveries?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6. Relatives / Friends ,0,11,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0
Don't know,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0
2. General practitioner,4,0,0,0,0,0,5,0,0,0,0,30,0,0,0,0,3,6,6,0,42,0,5,0,0,0,0,0,4,2,0,0,7,0,0,0,55,0,0,0,89,0,0,0,3,0,0,0,5,0,45
Other (specify),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. Uncertified midwife         ,0,0,0,8,0,0,24,0,0,0,0,5,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,14,0,10
5. Nurse                                  ,6,4,56,50,0,0,0,4,11,0,0,5,5,3,0,18,12,0,0,2,21,18,12,0,0,3,5,3,4,13,12,14,59,0,36,9,0,9,3,0,0,0,0,6,0,0,57,0,0,25,5
1. Obstetrician,93,70,100,100,100,38,24,100,81,100,95,100,95,97,100,57,81,100,88,100,95,82,93,100,96,41,57,100,96,36,100,86,55,94,100,100,100,91,90,100,100,60,57,49,59,100,9,100,36,92,70
7. No one                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3. Certified midwife          ,8,33,78,58,0,62,48,0,25,0,0,20,0,3,4,46,3,0,12,0,26,29,0,0,4,76,22,3,30,36,0,29,3,6,0,0,10,9,10,0,22,40,36,49,78,0,14,0,45,8,65
How many children born in the household within the last 2 years were fed using bottled milk or baby formula before the baby was 6 months of age?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.938676392636179,0.777777777777778,1,0.916666666666667,0.942857142857143,1,1,0.92,1.16666666666667,0.947368421052632,0.947368421052632,0.904761904761905,0.973684210526316,0.96551724137931,1,1,0.625,0.9375,1,0.977777777777778,0.894736842105263,1,0.738095238095238,0.904761904761905,1,1,0.918918918918919,0.967741935483871,1.03703703703704,1,1,1,0.793103448275862,1,1,0.727272727272727,1,0.909090909090909,0.966666666666667,1,1,1.2,1,1,0.875,1,1,0.8,0.954545454545455,1,0.95
How many children in your household have vaccination cards?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
